fighter_slug,fighter_name,order,result,opponent,promotion,event,event_date,method,round,time
/fighter/Bruno-Cappelozza-74598,Bruno Cappelozza,21,win,Jackson Mora,Jungle Fight,Rio de Janeiro,2011-05-21,KO (Punches),1,4:28
/fighter/Bruno-Cappelozza-74598,Bruno Cappelozza,22,win,Marcelo Cruz,Jungle Fight,Sao Paulo,2011-04-02,TKO (Leg Kicks and Punches),3,1:53
/fighter/Bruno-Cappelozza-74598,Bruno Cappelozza,23,loss,Nelson Martins,Jungle Fight,Rio de Janeiro,2010-12-18,Disqualification (Illegal Punches),1,1:58
/fighter/Bruno-Cappelozza-74598,Bruno Cappelozza,24,loss,Joao Paulo Pereira,PFC,Predador FC 17,2010-12-11,Submission (Arm-Triangle Choke),1,3:34
/fighter/Carol-Foro-432597,Carol Foro,0,win,Shanelle Dyer,Dana White's Contender Series,Contender Series 2025: Week 5,2025-09-09,Decision (Unanimous),3,5:00
/fighter/Carol-Foro-432597,Carol Foro,1,win,Sofia Esquer,Jungle Fight,MMA World League: Brasilia,2025-03-22,KO (Punches),1,1:30
/fighter/Carol-Foro-432597,Carol Foro,2,win,Zulfiya Kurbashova,UAE Warriors,AlQaisi vs. Vargas,2025-01-17,TKO (Punch to the Body),2,3:30
/fighter/Carol-Foro-432597,Carol Foro,3,win,Dayane Mestrinha,Soldado Combat,Vambert vs. Roberto,2024-11-23,TKO (Punch to the Body),1,2:16
/fighter/Carol-Foro-432597,Carol Foro,4,win,Marina Nica,UAE Warriors,Magomedov vs. Kabdulla,2024-07-27,TKO (Spinning Back Kick to the Body),1,2:41
/fighter/Carol-Foro-432597,Carol Foro,5,win,Regiane Silva,Jungle Fight,Brasilia,2024-05-25,TKO (Punches),1,1:27
/fighter/Carol-Foro-432597,Carol Foro,6,win,Patricia do Nascimento Pereira,Soldado Combat,Atila vs. Vaqueiro,2024-05-18,TKO (Punch),1,1:10
/fighter/Carol-Foro-432597,Carol Foro,7,loss,Beatriz Consuli Diniz,LFA,Lopes vs. Brigagao,2024-01-27,Decision (Split),3,5:00
/fighter/Carol-Foro-432597,Carol Foro,8,win,Janine Fonseca do Nascimento,Souza Combat MV,Souza Combat MV 1,2023-09-30,Decision (Unanimous),3,5:00
/fighter/Carol-Foro-432597,Carol Foro,9,win,Maria Jose Gomes da Silva,Samurai Fight,Pereira vs. Silva,2023-08-19,Submission (Rear-Naked Choke),1,3:58
/fighter/Chamy-Delva-296631,Chamy Delva,0,loss,Levan Khabalaev,Professional Fighters League,PFL New York: Nurmagomedov vs. Colgan,2026-07-31,TKO (Knee to the Body and Punches),1,1:44
/fighter/Chamy-Delva-296631,Chamy Delva,1,win,Devin Paulk,CN,Combat Night: Duval,2025-05-17,Decision (Unanimous),3,5:00
/fighter/Chamy-Delva-296631,Chamy Delva,2,win,Theoren Thorn,CN,Combat Night: Tallahassee,2025-02-08,Decision (Split),3,5:00
/fighter/Chamy-Delva-296631,Chamy Delva,3,loss,Angel Mercado,CN,Combat Night 165: The Fighting Dead,2023-10-21,TKO (Punches),1,4:41
/fighter/Chamy-Delva-296631,Chamy Delva,4,win,Jordan Nash,CN,Combat Night: Duval - Revenge of the Sixth,2023-05-06,Submission,1,0:59
/fighter/Chamy-Delva-296631,Chamy Delva,5,win,Matthew Ferraiolo,CN,Combat Night: Pro 20,2021-03-13,KO,2,4:12
/fighter/Chamy-Delva-296631,Chamy Delva,6,win,Frank Farmer,CN,Combat Night: Pro 19,2020-12-12,Decision (Unanimous),3,5:00
/fighter/Chamy-Delva-296631,Chamy Delva,7,win,Clarence Brown,M-1 Global,Road to M-1: USA 4,2020-01-31,Submission (Arm-Triangle Choke),1,1:59
/fighter/Chamy-Delva-296631,Chamy Delva,8,win,Nick Recchia,CN,Combat Night: Pro 16,2019-12-07,KO,1,3:13
/fighter/Chamy-Delva-296631,Chamy Delva,0,win,Chacho Trinidad,CN,Combat Night 109,2019-07-27,Submission (Rear-Naked Choke),2,1:51
/fighter/Chamy-Delva-296631,Chamy Delva,1,loss,Cedric Gunnison,AFL,American Fight League 2,2018-08-25,TKO (Punches),2,2:22
/fighter/Chamy-Delva-296631,Chamy Delva,2,win,Francesco Ricchi,CN,Combat Night 88,2018-02-17,Decision (Split),3,3:00
/fighter/Chamy-Delva-296631,Chamy Delva,3,win,Alex Woods,CN,Combat Night 61,2016-06-25,TKO (Retirement),3,3:00
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,0,win,Elora Dana,Professional Fighters League,PFL Charlotte: Battle vs. Rosta,2026-08-07,Technical Submission (Rear-Naked Choke),1,3:36
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,1,loss,Sabrinna de Sousa,Professional Fighters League,PFL Sioux Falls: Storley vs. Zendeli,2026-05-02,Decision (Unanimous),3,5:00
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,2,win,Maritza Sanchez,LFA,McKee vs. Nobre,2025-09-12,Submission (Rear-Naked Choke),1,4:30
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,3,win,Elizabeth Rodriguez,LFA,Lewis vs. Miranda,2025-04-18,Submission (Armbar),1,4:41
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,4,loss,Shannon Clark,LFA,Johns vs. Douglas,2025-01-25,Decision (Split),5,5:00
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,5,win,Veronika Borisova,LFA,Bowers vs. Borisova,2024-09-20,Submission (Armbar),1,2:10
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,6,win,Naomie Young,LFA,McKee vs. Hernandez,2024-04-26,TKO (Punches),2,4:36
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,7,win,Whittany Pyles,LFA,Jones vs. Gennrich,2024-01-12,Submission (Armbar),1,3:52
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,8,win,Aline Pereira,LFA,McKee vs. McPadden,2023-09-22,Decision (Unanimous),3,5:00
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,9,win,Anna Melisano,B2 Fighting Series,"Trussville, AL",2023-04-01,Submission (Rear-Naked Choke),2,2:37
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,10,loss,Naranjargal Tsendayush,LFA,Gafurov vs. Silva,2022-10-14,Submission (Scarf Hold Armlock),1,3:23
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,0,win,Nikola Kacperska,FAC,Fighting Alliance Championship 14,2022-05-20,Submission (Rear-Naked Choke),2,2:42
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,1,win,Kaeley Fenhaus,LFA,McKenzie vs. Clay,2022-04-08,Submission (Armbar),2,2:50
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,2,win,Shalie Lipp,Ignite Fights,Evolution 1,2022-03-12,Submission (Armbar),4,2:26
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,3,win,Paeton Olejniczak,Ignite Fights,A-Town Throwdown 17,2022-01-15,Submission (Rear-Naked Choke),2,0:00
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,4,win,Juanita Shingles,NSC,North Star Combat 16,2021-08-14,Decision (Unanimous),3,3:00
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,5,loss,Eva Brundage,LFA,Fremd vs. Rodrigues,2021-05-21,Decision (Unanimous),3,3:00
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,6,win,Hannah Moomey,DCS,St. Patty's Showdown,2021-03-13,KO (Elbow),1,1:33
/fighter/Cheyanne-Bowers-381385,Cheyanne Bowers,7,win,Clair Schneckloth,DCS,New Years Knockouts,2021-01-30,TKO (Punches),2,0:00
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,0,win,Robbie Ring,Professional Fighters League,PFL Charlotte: Battle vs. Rosta,2026-08-07,Decision (Unanimous),3,5:00
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,1,loss,Gabriel Braga,Professional Fighters League,PFL Chicago: Pettis vs. McKee,2026-04-11,Decision (Unanimous),3,5:00
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,2,win,Erik Vo,AFC,Alaska Fighting Championship 169,2025-09-27,TKO (Elbows and Punches),1,0:00
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,3,win,Archie Fultze,AFC,Alaska Fighting Championship 164,2024-11-30,TKO (Body Kick),1,1:28
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,4,win,Aaron Ulroan,AFC,Alaska Fighting Championship 163,2024-09-28,KO (Body Kick),1,2:30
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,5,win,Edwin Chavez,LFA,Silveira vs. Viana,2021-04-30,Decision (Unanimous),3,5:00
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,6,loss,Raufeon Stots,Bellator,Macfarlane vs. Jackson,2019-12-21,Decision (Unanimous),3,5:00
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,7,win,Yuto Sekiguchi,X-1,Lightweight Grand Prix,2018-04-07,Submission (Rear-Naked Choke),1,4:31
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,8,loss,John Castaneda,Dana White's Tuesday Night Contender Series,"Season 1, Episode 4",2017-08-01,Decision (Unanimous),3,5:00
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,9,win,Aaron Ulroan,AFC,Lopez vs. Faavale,2017-05-10,TKO (Punches),1,2:06
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,10,win,Jordan Mackin,X-1,Live,2017-01-28,Submission (Rear-Naked Choke),1,3:17
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,11,win,Tyler Kahihikolo,X-1,The Return,2016-09-24,Decision (Unanimous),3,5:00
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,12,win,Corey Roberts,VFC,Kayne vs. Pitolo,2016-07-16,Submission (Rear-Naked Choke),1,3:03
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,13,win,Nathan Jaime,SF,Shogun Fights 14,2016-04-16,Submission (Rear-Naked Choke),1,1:24
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,14,win,Rodney Mondala,Destiny MMA,Na Koa 10,2015-08-01,Decision (Unanimous),3,5:00
/fighter/Cheyden-Leialoha-173905,Cheyden Leialoha,0,win,Landon Yoshimura,Destiny MMA,Na Koa 6,2014-08-02,Submission (Rear-Naked Choke),1,1:14
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,0,win,Denise Kielholtz,Professional Fighters League,PFL New York: Nurmagomedov vs. Colgan,2026-07-31,Decision (Unanimous),3,5:00
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,1,win,Sumiko Inaba,Professional Fighters League,PFL Road to Dubai Champions Series 2 & PFL Africa 2025 First Round,2025-07-19,Decision (Unanimous),3,5:00
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,2,win,Taila Santos,Professional Fighters League,2024 Season PFL Championships & PFL MENA 2024 Finals,2024-11-29,TKO (Punches to the Body),2,4:41
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,3,win,Jena Bishop,Professional Fighters League,PFL 7: 2024 Playoffs,2024-08-02,TKO (Front Kick to the Body and Punch),1,3:54
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,4,win,Chelsea Hackett,Professional Fighters League,PFL 4: 2024 Regular Season,2024-06-13,TKO (Punch to the Body),1,3:22
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,5,win,Lisa Mauldin,Professional Fighters League,PFL 1: 2024 Regular Season,2024-04-04,TKO (Knee to the Body and Punches),1,3:54
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,6,win,Valentina Scatizzi,Professional Fighters League,PFL Europe 4: 2023 Finals,2023-12-08,TKO (Doctor Stoppage),1,5:00
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,7,win,Cornelia Holm,Professional Fighters League,PFL Europe 3: 2023 Playoffs,2023-09-30,KO (Punch to the Body),3,2:55
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,8,win,Malin Hermansson,Professional Fighters League,PFL Europe 1: 2023 Regular Season,2023-03-25,Submission (Rear-Naked Choke),1,3:52
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,9,win,Katherine Corogenes,Professional Fighters League,2022 Season PFL Championships,2022-11-25,KO (Punch),1,4:20
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,10,win,Hassna Gaber,Professional Fighters League,PFL 9: 2022 Playoffs,2022-08-20,TKO (Submission to Knee to the Body),1,0:58
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,11,win,Paula Cristina dos Santos Silva,UAE Warriors,UAE Warriors 28: International,2022-03-26,Decision (Unanimous),3,5:00
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,12,win,Simone da Silva,PAWFC,Pallas Athena Women's Fighting Championship 1,2022-01-15,TKO (Punches),2,3:43
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,13,win,Patricia Borges Fernandes,UKFC,UK Fighting Championships 17,2021-11-27,TKO (Elbows),1,3:58
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,14,win,Kerry Isom,CG,Celtic Gladiator 30,2021-09-12,TKO (Punches),1,4:49
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,15,win,Jenny Line,Caged Steel,Caged Steel MMA,2021-04-10,TKO (Elbows and Knees),1,2:04
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,0,win,Kerry Isom,CG,Celtic Gladiator 27,2020-08-22,Submission (Rear-Naked Choke),1,
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,1,win,Shauna Bannon,UKFC,UK Fighting Championships 13,2020-02-29,Decision (Unanimous),5,3:00
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,2,win,Levi Steedman,AFC,Almighty Fighting Championship 12,2019-05-25,Decision (Unanimous),3,3:00
/fighter/Dakota-Ditcheva-320485,Dakota Ditcheva,3,win,Silvia Nascimento,UKFC,UK Fighting Championships 9,2019-03-23,TKO (Punches),2,
/fighter/Dalton-Rosta-277187,Dalton Rosta,0,loss,Bryan Battle,Professional Fighters League,PFL Charlotte: Battle vs. Rosta,2026-08-07,Decision (Split),3,5:00
/fighter/Dalton-Rosta-277187,Dalton Rosta,1,loss,Impa Kasanganay,Professional Fighters League,PFL Pittsburgh: Eblen vs. Battle,2026-03-28,KO (Punches),1,3:18
/fighter/Dalton-Rosta-277187,Dalton Rosta,2,loss,Fabian Edwards,Professional Fighters League,2025 PFL World Tournament 10: Finals,2025-08-21,KO (Head Kick),3,1:28
/fighter/Dalton-Rosta-277187,Dalton Rosta,3,win,Aaron Jeffery,Professional Fighters League,2025 PFL World Tournament 7: Semifinals,2025-06-27,Decision (Split),3,5:00
/fighter/Dalton-Rosta-277187,Dalton Rosta,4,win,Sadibou Sy,Professional Fighters League,2025 PFL World Tournament 3: First Round,2025-04-18,Submission (Brabo Choke),2,3:29
/fighter/Dalton-Rosta-277187,Dalton Rosta,5,win,Norbert Novenyi Jr.,Bellator Champions Series Dublin,Jackson vs. Kuramagomedov,2024-06-22,Decision (Majority),3,5:00
/fighter/Dalton-Rosta-277187,Dalton Rosta,6,loss,Aaron Jeffery,Bellator,Storley vs. Ward,2023-08-11,Decision (Unanimous),3,5:00
/fighter/Dalton-Rosta-277187,Dalton Rosta,7,win,Anthony Adams,Bellator,Stots vs. Sabatello,2022-12-09,Decision (Unanimous),3,5:00
/fighter/Dalton-Rosta-277187,Dalton Rosta,8,win,Romero Cotton,Bellator,Lima vs. Jackson,2022-07-22,TKO (Punches),3,0:38
/fighter/Dalton-Rosta-277187,Dalton Rosta,9,win,Duane Johnson,Bellator,Bader vs. Moldavsky,2022-01-29,Decision (Unanimous),3,5:00
/fighter/Dalton-Rosta-277187,Dalton Rosta,10,win,Tony Johnson,Bellator,Bader vs. Machida 2,2021-04-09,Decision (Unanimous),3,5:00
/fighter/Dalton-Rosta-277187,Dalton Rosta,11,win,Ty Gwerder,Bellator,Mousasi vs. Lima,2020-10-29,Decision (Unanimous),3,5:00
/fighter/Dalton-Rosta-277187,Dalton Rosta,12,win,Mark Gardner,Bellator,Chandler vs. Henderson 2,2020-08-07,TKO (Doctor Stoppage),1,5:00
/fighter/Dalton-Rosta-277187,Dalton Rosta,13,win,Claude Wilcox,Bellator,Mir vs. Nelson 2,2019-10-25,TKO (Punches),2,4:23
/fighter/Dalton-Rosta-277187,Dalton Rosta,14,win,Cody Vidal,Bellator,Awad vs. Girtz,2019-03-29,TKO (Knee Injury),1,1:06
/fighter/Dalton-Rosta-277187,Dalton Rosta,0,win,Cody Brundage,BCM Promotions,Fight Night 3,2018-10-20,KO (Punches),3,1:51
/fighter/Dalton-Rosta-277187,Dalton Rosta,1,win,Devon Harrell,Made Men Promotions,Rivers Rumble MMA,2018-07-14,KO (Punches),2,1:13
/fighter/Dalton-Rosta-277187,Dalton Rosta,2,win,Trenton Zdarko,Pinnacle,Pinnacle Fighting Championships 16,2018-03-24,TKO (Punches),1,1:29
/fighter/Dalton-Rosta-277187,Dalton Rosta,3,win,Joe Iorio,MMAB,St. Lucy's Fight Night 10,2017-11-22,TKO (Punches),2,1:41
/fighter/Dalton-Rosta-277187,Dalton Rosta,4,win,Malcom Hudson,MMAB,Yankee Lake Brawlroom 46,2017-04-29,TKO (Punches),1,1:33
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,0,win,David Hosek,Oktagon MMA,Oktagon 92: Szabova vs. Pudilova,2026-08-01,Decision (Split),3,5:00
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,1,loss,Brian Manning,Oktagon MMA,Oktagon 83: Samsonidse vs. Machaev,2026-01-31,KO (Punches),1,3:59
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,2,loss,Vlastislav Cepo,Oktagon MMA,Oktagon 77: Engizek vs. Humburger,2025-10-04,KO (Punch),1,3:38
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,3,win,Marek Bartl,Oktagon MMA,Oktagon 68: Todev vs. Fleury,2025-03-08,TKO (Punches and Elbows),2,4:41
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,4,win,Radovan Uskrt,Oktagon MMA,Oktagon 65: Paradeiser vs. Keita 2,2024-12-29,TKO (Punches),2,2:23
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,5,win,Veselin Dimitrov,WLMMA,We Love MMA 74,2024-10-26,TKO (Punches),1,0:15
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,6,loss,Gianni Massafra,National Fighting Championship,NFC 16 x Innferno 7,2023-11-11,TKO (Punches),1,4:45
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,7,win,Joram Wittke,National Fighting Championship,NFC Fight Night x The Cage MMA,2023-07-29,TKO,1,3:23
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,8,loss,Arturs Ozolins,Soko FC,Soko Fighting Championship 4,2023-05-21,TKO (Punches),1,4:46
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,9,win,Omar Amasha,GMC,German MMA Championship 29,2022-09-17,TKO (Punches),1,1:53
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,10,win,Matej Spinar,GMC,German MMA Championship 28,2022-08-06,TKO (Knees and Punches),1,2:33
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,11,win,Rejhan Muric,GMC Fight Night,German MMA Championship,2021-06-19,Submission (Rear-Naked Choke),1,0:00
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,0,loss,Magomed Makhamaev,Hardcore FC,Hardcore Reality,2024-06-21,TKO (Punches),1,0:27
/fighter/Daniel-Schwindt-388474,Daniel Schwindt,1,win,Timur Batishchev,Hardcore FC,Hardcore Reality,2024-06-13,TKO (Punches),1,1:13
/fighter/Darryl-King-Walker-431679,Darryl King Walker,0,loss,Moustapha Diakhate,Professional Fighters League,PFL New York: Nurmagomedov vs. Colgan,2026-07-31,TKO (Punches),1,2:35
/fighter/Darryl-King-Walker-431679,Darryl King Walker,1,win,Ariel Hotchkins,Tuff-N-Uff,Tuff-N-Uff 152,2026-03-13,TKO (Head Kick and Punches),1,2:09
/fighter/Darryl-King-Walker-431679,Darryl King Walker,2,win,Cole Jordan,Tuff-N-Uff,Tuff-N-Uff 147,2025-08-23,Technical Submission (Arm-Triangle Choke),1,1:34
/fighter/Darryl-King-Walker-431679,Darryl King Walker,0,win,Dalton Hambrock,Tuff-N-Uff,Tuff-N-Uff 144,2025-05-22,TKO (Knees to the Body and Punches),1,2:30
/fighter/Darryl-King-Walker-431679,Darryl King Walker,1,win,Ashstin Johnson,Rogue Promotions,Arena Wars Fighting Series,2024-10-26,TKO (Strikes),3,1:14
/fighter/Darryl-King-Walker-431679,Darryl King Walker,2,win,Idris Niiazi,Tuff-N-Uff,Tuff-N-Uff 132,2023-07-14,Decision (Unanimous),3,3:00
/fighter/David-Hosek-282605,David Hosek,0,loss,Daniel Schwindt,Oktagon MMA,Oktagon 92: Szabova vs. Pudilova,2026-08-01,Decision (Split),3,5:00
/fighter/David-Hosek-282605,David Hosek,1,loss,Alexander Poppeck,Oktagon MMA,Oktagon 80: Legierski vs. Korkmaz,2025-11-22,TKO (Elbows),2,2:25
/fighter/David-Hosek-282605,David Hosek,2,win,Georg Bilogrevic,Oktagon MMA,Oktagon 76: Weichel vs. Tounkara,2025-09-20,Decision (Unanimous),3,5:00
/fighter/David-Hosek-282605,David Hosek,3,loss,Jaime Cordero,Oktagon MMA,Oktagon 72: Vemola vs. Vegh 3,2025-06-14,TKO (Doctor Stoppage),2,4:42
/fighter/David-Hosek-282605,David Hosek,4,win,Aleksandar Stefanovic,Oktagon MMA,Oktagon 69: Holzer vs. Ilbay,2025-04-05,Submission (Triangle Choke),1,3:38
/fighter/David-Hosek-282605,David Hosek,5,loss,Albert Odzimkowski,KSW,Bajor vs. Scheffel,2024-08-24,TKO (Punches),1,4:12
/fighter/David-Hosek-282605,David Hosek,6,win,Damian Mieczkowski,KSW,Wiklacz vs. Jojua,2024-03-16,TKO (Arm Injury),1,0:44
/fighter/David-Hosek-282605,David Hosek,7,loss,Viktor Cervinsky,Real Fight Arena,RFA vs. IAF: Special Title Night,2023-11-11,Submission,1,0:00
/fighter/David-Hosek-282605,David Hosek,8,win,Michal Glos,Real Fight Arena,RFA 12,2023-09-09,TKO (Punches),2,3:15
/fighter/David-Hosek-282605,David Hosek,9,win,Miroslav Vacek,IAF,I Am Fighter 7,2023-05-06,Submission,2,0:00
/fighter/David-Hosek-282605,David Hosek,10,loss,Andreas Gustafsson,KSW,De Fries vs. Duffee 2,2023-02-25,TKO (Punches),1,2:33
/fighter/David-Hosek-282605,David Hosek,11,win,Martin Horsky,IAF,I Am Fighter Season 2 Finale,2022-11-05,TKO,1,0:00
/fighter/David-Hosek-282605,David Hosek,12,loss,Nenad Avramovic,Real Fight Arena,RFA 4: Kosice,2022-10-08,Decision (Unanimous),3,5:00
/fighter/David-Hosek-282605,David Hosek,13,win,Bartlomiej Gladkowicz,Real Fight Arena,RFA 1: Warm Up,2022-03-12,Decision (Split),3,5:00
/fighter/David-Hosek-282605,David Hosek,14,win,Marcin Naruszczka,Oktagon MMA,Oktagon 28: Pesta vs. Putz,2021-09-25,TKO (Punches),2,2:38
/fighter/David-Hosek-282605,David Hosek,15,win,Oleg Nagorny,Oktagon MMA,Oktagon 24: Kosma vs. Apollo,2021-05-29,TKO (Punches),2,2:09
/fighter/David-Hosek-282605,David Hosek,16,loss,Milan Datelinka,Oktagon MMA,Oktagon 20: Vemola vs. Lohore,2020-12-30,Submission (Arm-Triangle Choke),1,2:38
/fighter/David-Hosek-282605,David Hosek,17,win,Jakub Bele,Oktagon MMA,Oktagon 15: Vegh vs. Vemola,2019-11-09,TKO (Punches),1,4:28
/fighter/David-Hosek-282605,David Hosek,18,win,Michal Varchola,Oktagon MMA,Oktagon 13: Vemola vs. Da Silva,2019-07-27,Submission (Rear-Naked Choke),1,2:35
/fighter/David-Hosek-282605,David Hosek,19,win,Gabriel Torok,Oktagon MMA,Oktagon Prime 1: Wittner vs. Horvath,2019-04-26,TKO (Punches),1,2:12
/fighter/David-Hosek-282605,David Hosek,20,loss,Branislav Zuzak,Oktagon MMA,Oktagon 9: Kristofic vs. Siwy,2018-09-15,Decision (Unanimous),3,5:00
/fighter/David-Hosek-282605,David Hosek,21,draw,Tomas Melis,Oktagon MMA,Oktagon 7: Martinek vs. Dittrich,2018-07-28,Draw (Majority),3,5:00
/fighter/David-Hosek-282605,David Hosek,22,win,Ivo Zrostlik,XFN,X Fight Nights 10,2018-04-27,KO (Punch),1,0:53
/fighter/David-Kozma-74181,David Kozma,0,win,David Zawada,Oktagon MMA,Oktagon 92: Szabova vs. Pudilova,2026-08-01,Decision (Unanimous),3,5:00
/fighter/David-Kozma-74181,David Kozma,1,win,Jozef Wittner,Oktagon MMA,Oktagon 84: Paradeiser vs. Brito,2026-02-14,Decision (Unanimous),3,5:00
/fighter/David-Kozma-74181,David Kozma,2,loss,Robert Pukac,Oktagon MMA,Oktagon 67: Creasey vs. Adamia,2025-02-22,KO (Punches),1,2:15
/fighter/David-Kozma-74181,David Kozma,3,loss,Ion Surdu,Oktagon MMA,Oktagon 58: Vemola vs. Vegh 2,2024-06-08,KO (Punches),1,2:27
/fighter/David-Kozma-74181,David Kozma,4,loss,Bojan Velickovic,Oktagon MMA,Oktagon 46: Dalisda vs. Austin,2023-09-16,KO (Punches),1,3:45
/fighter/David-Kozma-74181,David Kozma,5,win,Alex Lohore,Oktagon MMA,Oktagon 43: Kincl vs. Vemola 2,2023-05-20,Decision (Unanimous),3,5:00
/fighter/David-Kozma-74181,David Kozma,6,win,Lukasz Siwiec,Oktagon MMA,Oktagon 40: Kozma vs. Siwiec,2023-03-04,Decision (Split),3,5:00
/fighter/David-Kozma-74181,David Kozma,7,loss,Kaik Brito,Oktagon MMA,Oktagon 37: Kozma vs. Brito,2022-12-03,TKO (Punches),3,4:12
/fighter/David-Kozma-74181,David Kozma,8,win,Petr Knize,Oktagon MMA,Oktagon 32: Kozma vs. Knize,2022-04-09,Decision (Unanimous),5,5:00
